Area,Date,Discharged,Fatal,Hosp_require,Hosp_severe,Positive,Tested
Wakayama,2020-11-08,264,4,15,3,288,10645
Tottori,2020-11-08,37,0,5,0,43,5889
Shimane,2020-11-08,141,0,0,0,141,6281
Okayama,2020-11-08,185,6,118,2,338,11198
Hiroshima,2020-11-08,648,5,18,1,671,28463
Yamaguchi,2020-11-08,209,2,14,0,225,11960
Tokushima,2020-11-08,155,9,0,0,167,7583
Kagawa,2020-11-08,100,2,3,0,105,14148
Ehime,2020-11-08,110,6,1,0,117,4434
Kochi,2020-11-08,139,4,1,0,144,3680
Fukuoka,2020-11-08,5087,104,89,4,5280,171745
Saga,2020-11-08,257,1,12,0,268,7618
Nagasaki,2020-11-08,241,3,4,0,246,23574
Kumamoto,2020-11-08,776,9,51,0,854,20847
Oita,2020-11-08,156,3,2,0,161,21923
Miyazaki,2020-11-08,369,1,3,1,372,8807
Kagoshima,2020-11-08,464,13,54,0,523,23324
Okinawa,2020-11-08,3174,65,284,6,3518,61098
Hokkaido,2020-11-09,2727,112,608,6,3447,87181
Aomori,2020-11-09,186,4,74,3,264,5536
Iwate,2020-11-09,25,0,4,0,29,5546
Miyagi,2020-11-09,573,3,228,3,804,14655
Akita,2020-11-09,60,0,6,1,67,2613
Yamagata,2020-11-09,81,1,4,0,86,6560
Fukushima,2020-11-09,369,6,26,3,401,30204
Ibaraki,2020-11-09,727,18,44,1,789,14094
Tochigi,2020-11-09,470,1,24,1,494,44211
Gunma,2020-11-09,845,20,45,4,913,30057
Saitama,2020-11-09,5515,111,392,6,6018,191061
Chiba,2020-11-09,4789,81,337,9,5207,132362
Tokyo,2020-11-09,29615,461,1817,38,31893,619099
Kanagawa,2020-11-09,8262,173,586,25,9021,206810
Niigata,2020-11-09,181,0,4,0,185,18101
Toyama,2020-11-09,396,26,2,0,424,14742
Ishikawa,2020-11-09,748,49,18,0,815,18104
Fukui,2020-11-09,245,11,1,1,257,11175
Yamanashi,2020-11-09,198,6,17,0,221,11897
Nagano,2020-11-09,337,6,12,0,350,23957
Gifu,2020-11-09,651,12,47,0,710,27497
Shizuoka,2020-11-09,603,2,85,0,690,44359
Aichi,2020-11-09,5749,96,612,11,6457,103369
Mie,2020-11-09,543,7,25,3,575,15683
Shiga,2020-11-09,532,9,43,0,584,14575
Kyoto,2020-11-09,1969,30,91,2,2090,54018
Osaka,2020-11-09,12014,249,1034,40,13316,245639
Hyogo,2020-11-09,3078,67,218,16,3363,70648
Nara,2020-11-09,618,10,66,0,694,25498
Wakayama,2020-11-09,263,4,8,3,280,10540
Tottori,2020-11-09,36,0,2,0,38,5786
Shimane,2020-11-09,141,0,0,0,141,6281
Okayama,2020-11-09,185,6,118,2,315,11198
Hiroshima,2020-11-09,647,5,13,0,665,28303
Yamaguchi,2020-11-09,210,2,11,0,223,11960
Tokushima,2020-11-09,155,9,0,0,164,7525
Kagawa,2020-11-09,97,2,4,0,103,13845
Ehime,2020-11-09,110,6,0,0,116,4419
Kochi,2020-11-09,139,4,1,0,144,3661
Fukuoka,2020-11-09,5077,104,70,4,5251,168839
Saga,2020-11-09,256,0,12,0,266,7429
Nagasaki,2020-11-09,241,3,0,0,245,23180
Kumamoto,2020-11-09,755,8,45,1,824,19986
Oita,2020-11-09,156,3,0,0,159,21490
Miyazaki,2020-11-09,368,1,3,1,371,8803
Kagoshima,2020-11-09,464,13,24,0,505,23128
Okinawa,2020-11-09,3082,64,294,5,3435,60235
Hokkaido,2020-11-10,3012,115,1094,11,4221,94853
Aomori,2020-11-10,210,5,59,2,274,6004
Iwate,2020-11-10,26,0,5,0,30,5725
Miyagi,2020-11-10,677,6,189,5,872,15374
Akita,2020-11-10,60,0,7,1,68,2667
Yamagata,2020-11-10,81,1,7,0,89,6831
Fukushima,2020-11-10,374,6,38,3,418,33183
Ibaraki,2020-11-10,752,18,64,1,834,14373
Tochigi,2020-11-10,484,1,19,4,503,46544
Gunma,2020-11-10,874,20,38,2,932,30881
Saitama,2020-11-10,5644,113,606,8,6363,199115
Chiba,2020-11-10,4940,83,411,6,5434,137000
Tokyo,2020-11-10,30460,465,2135,33,33060,641107
Kanagawa,2020-11-10,8584,178,712,20,9474,214729
Niigata,2020-11-10,182,0,18,0,200,18628
Toyama,2020-11-10,397,26,2,0,425,15366
Ishikawa,2020-11-10,758,49,17,0,824,18907
Fukui,2020-11-10,245,11,10,0,266,11730
Yamanashi,2020-11-10,210,6,27,1,243,12161
Nagano,2020-11-10,342,6,44,0,387,24812
Gifu,2020-11-10,665,12,78,0,755,28212
Shizuoka,2020-11-10,659,2,111,1,772,46257
Aichi,2020-11-10,6015,98,756,15,6869,109029
Mie,2020-11-10,552,7,40,2,599,16342
Shiga,2020-11-10,543,9,73,0,625,14966
Kyoto,2020-11-10,2015,30,129,1,2174,55334
Osaka,2020-11-10,12567,256,1278,58,14120,257164
Hyogo,2020-11-10,3200,69,269,16,3538,73509
Nara,2020-11-10,640,11,103,0,754,26411
Wakayama,2020-11-10,266,4,16,2,291,10767
Tottori,2020-11-10,37,0,14,0,51,6013
Shimane,2020-11-10,141,0,0,0,141,6281
Okayama,2020-11-10,185,6,118,2,341,11198
Hiroshima,2020-11-10,650,5,23,1,678,29061
Yamaguchi,2020-11-10,211,2,18,1,231,11960
Tokushima,2020-11-10,155,9,6,0,170,7603
Kagawa,2020-11-10,100,2,5,0,107,14353
Ehime,2020-11-10,110,6,1,0,117,4468
Kochi,2020-11-10,140,4,0,0,144,3680
Fukuoka,2020-11-10,5104,104,99,4,5307,173880
Saga,2020-11-10,257,1,18,0,274,7808
Nagasaki,2020-11-10,241,3,4,0,249,23873
Kumamoto,2020-11-10,788,9,51,1,860,21086
Oita,2020-11-10,156,3,2,0,161,22162
Miyazaki,2020-11-10,370,1,3,1,373,8828
Kagoshima,2020-11-10,467,13,67,0,537,24022
Okinawa,2020-11-10,3237,65,264,2,3561,61958
Hokkaido,2020-11-11,3110,117,1160,11,4387,96113
Aomori,2020-11-11,215,5,55,2,275,6062
Iwate,2020-11-11,26,0,5,0,33,5793
Miyagi,2020-11-11,704,6,182,3,892,15516
Akita,2020-11-11,61,0,7,1,68,2673
Yamagata,2020-11-11,81,1,10,0,92,6856
Fukushima,2020-11-11,375,6,38,2,419,34102
Ibaraki,2020-11-11,754,18,82,1,854,14524
Tochigi,2020-11-11,484,1,21,4,505,47064
Gunma,2020-11-11,874,20,38,2,937,31094
Saitama,2020-11-11,5687,113,679,8,6479,203293
Chiba,2020-11-11,4983,83,433,7,5499,137855
Tokyo,2020-11-11,30683,468,2226,38,33377,647611
Kanagawa,2020-11-11,8694,180,730,26,9604,217129
Niigata,2020-11-11,182,0,34,0,216,18840
Toyama,2020-11-11,397,26,2,0,425,15525
Ishikawa,2020-11-11,760,49,16,0,825,19143
Fukui,2020-11-11,245,11,12,0,268,11881
Yamanashi,2020-11-11,213,6,38,1,257,12278
Nagano,2020-11-11,343,6,49,0,393,25014
Gifu,2020-11-11,675,12,78,0,765,28467
Shizuoka,2020-11-11,662,2,123,2,787,46817
Aichi,2020-11-11,6120,98,834,15,7052,110598
Mie,2020-11-11,554,7,42,2,603,16342
Shiga,2020-11-11,548,9,79,0,636,14966
Kyoto,2020-11-11,2033,30,124,1,2187,55661
Osaka,2020-11-11,12651,257,1449,63,14376,260477
Hyogo,2020-11-11,3248,71,277,17,3596,74219
Nara,2020-11-11,652,11,108,1,771,26732
Wakayama,2020-11-11,268,4,21,3,298,10767
Tottori,2020-11-11,37,0,14,0,51,6039
Shimane,2020-11-11,141,0,0,0,141,6281
Okayama,2020-11-11,185,6,118,2,348,14762
Hiroshima,2020-11-11,652,5,23,1,680,29297
Yamaguchi,2020-11-11,211,2,20,1,233,12510
Tokushima,2020-11-11,155,9,7,0,170,7618
Kagawa,2020-11-11,100,2,6,0,108,14533
Ehime,2020-11-11,110,6,1,0,117,4476
Kochi,2020-11-11,140,4,0,0,144,3684
Fukuoka,2020-11-11,5113,104,111,4,5328,175450
Saga,2020-11-11,257,1,19,0,275,7879
Nagasaki,2020-11-11,241,3,4,0,249,24030
Kumamoto,2020-11-11,795,9,46,3,866,21157
Oita,2020-11-11,157,3,2,0,162,22399
Miyazaki,2020-11-11,370,1,3,1,373,8829
Kagoshima,2020-11-11,470,13,67,0,542,24227
Okinawa,2020-11-11,3254,65,283,4,3597,63313
Hokkaido,2020-11-12,3176,120,1288,14,4584,98322
Aomori,2020-11-12,222,6,47,2,275,6086
Iwate,2020-11-12,27,0,6,0,41,5869
Miyagi,2020-11-12,733,6,186,4,925,15741
Akita,2020-11-12,61,0,7,1,70,2681
Yamagata,2020-11-12,81,1,12,0,94,6905
Fukushima,2020-11-12,376,6,39,3,421,34473
Ibaraki,2020-11-12,767,18,95,1,880,14595
Tochigi,2020-11-12,487,1,20,4,507,47167
Gunma,2020-11-12,880,20,37,2,942,32541
Saitama,2020-11-12,5753,113,688,7,6554,206696
Chiba,2020-11-12,5022,83,468,8,5573,140787
Tokyo,2020-11-12,30954,470,2346,39,33770,653601
Kanagawa,2020-11-12,8758,181,811,29,9750,218948
Niigata,2020-11-12,183,0,39,0,222,19118
Toyama,2020-11-12,397,26,2,0,425,15642
Ishikawa,2020-11-12,764,49,14,0,827,19297
Fukui,2020-11-12,245,11,13,0,269,12028
Yamanashi,2020-11-12,218,6,43,1,267,12383
Nagano,2020-11-12,344,6,61,0,406,25291
Gifu,2020-11-12,683,12,90,0,785,28777
Shizuoka,2020-11-12,677,2,127,2,806,47434
Aichi,2020-11-12,6214,100,842,14,7156,112032
Mie,2020-11-12,555,7,44,3,606,16342
Shiga,2020-11-12,557,9,80,0,646,14966
Kyoto,2020-11-12,2046,31,128,0,2205,55763
Osaka,2020-11-12,12750,257,1581,60,14607,263438
Hyogo,2020-11-12,3299,72,295,18,3666,74889
Nara,2020-11-12,660,11,117,1,788,27089
Wakayama,2020-11-12,270,4,25,3,304,10900
Tottori,2020-11-12,37,0,14,0,51,6067
Shimane,2020-11-12,141,0,0,0,141,6354
Okayama,2020-11-12,259,10,79,1,354,14762
Hiroshima,2020-11-12,654,5,22,1,681,29577
Yamaguchi,2020-11-12,211,2,21,1,234,12510
Tokushima,2020-11-12,156,9,6,0,170,7635
Kagawa,2020-11-12,100,2,8,0,110,14703
Ehime,2020-11-12,110,6,5,0,121,4488
Kochi,2020-11-12,140,4,0,0,144,3685
Fukuoka,2020-11-12,5125,104,115,4,5344,176998
Saga,2020-11-12,257,1,20,0,276,7955
Nagasaki,2020-11-12,242,3,4,0,249,24224
Kumamoto,2020-11-12,806,9,47,4,877,21235
Oita,2020-11-12,157,3,3,0,163,22617
Miyazaki,2020-11-12,370,1,3,1,373,8829
Kagoshima,2020-11-12,470,13,67,0,542,24469
Okinawa,2020-11-12,3281,66,278,3,3620,63899
Hokkaido,2020-11-13,3243,122,1455,16,4820,101035
Aomori,2020-11-13,231,6,38,2,275,6100
Iwate,2020-11-13,27,0,6,0,51,5988
Miyagi,2020-11-13,752,8,183,3,943,15890
Akita,2020-11-13,62,0,8,1,70,2695
Yamagata,2020-11-13,81,1,12,0,94,6981
Fukushima,2020-11-13,383,6,39,3,428,34760
Ibaraki,2020-11-13,774,18,114,2,906,14703
Tochigi,2020-11-13,490,1,19,4,509,47905
Gunma,2020-11-13,890,20,41,3,951,32726
Saitama,2020-11-13,5812,118,707,9,6637,206246
Chiba,2020-11-13,5054,84,495,8,5633,142152
Tokyo,2020-11-13,31185,470,2489,39,34144,659488
Kanagawa,2020-11-13,8835,182,878,28,9895,220848
Niigata,2020-11-13,183,0,41,0,224,19367
Toyama,2020-11-13,397,26,2,0,425,15642
Ishikawa,2020-11-13,764,49,14,0,827,19519
Fukui,2020-11-13,246,11,14,0,271,12106
Yamanashi,2020-11-13,220,6,49,1,275,12472
Nagano,2020-11-13,344,6,84,0,429,25663
Gifu,2020-11-13,689,12,95,0,796,29011
Shizuoka,2020-11-13,687,2,133,2,822,48055
Aichi,2020-11-13,6294,100,905,14,7299,113195
Mie,2020-11-13,557,7,46,3,610,17127
Shiga,2020-11-13,558,9,79,0,646,14966
Kyoto,2020-11-13,2065,31,126,1,2222,55975
Osaka,2020-11-13,12953,259,1639,58,14870,266357
Hyogo,2020-11-13,3350,72,325,18,3747,75625
Nara,2020-11-13,666,11,135,1,812,27245
Wakayama,2020-11-13,272,4,27,3,308,10987
Tottori,2020-11-13,39,0,13,0,52,6090
Shimane,2020-11-13,141,0,0,0,141,6354
Okayama,2020-11-13,259,10,79,1,367,14762
Hiroshima,2020-11-13,655,5,24,1,684,29759
Yamaguchi,2020-11-13,211,2,34,1,248,12510
Tokushima,2020-11-13,156,9,7,0,170,7642
Kagawa,2020-11-13,100,2,11,0,113,14848
Ehime,2020-11-13,110,6,7,0,123,4529
Kochi,2020-11-13,140,4,0,0,144,3686
Fukuoka,2020-11-13,5143,104,113,4,5360,178418
Saga,2020-11-13,265,1,12,0,276,8003
Nagasaki,2020-11-13,242,3,3,0,249,24364
Kumamoto,2020-11-13,810,9,49,4,887,21374
Oita,2020-11-13,157,3,3,0,163,22882
Miyazaki,2020-11-13,370,1,3,1,373,8829
Kagoshima,2020-11-13,470,13,67,0,542,24653
Okinawa,2020-11-13,3308,66,300,3,3669,64314
Hokkaido,2020-11-14,3324,123,1608,18,5055,103685
Aomori,2020-11-14,235,6,37,2,278,6145
Iwate,2020-11-14,28,0,36,0,64,6072
Miyagi,2020-11-14,778,8,187,3,973,16120
Akita,2020-11-14,65,0,6,1,71,2695
Yamagata,2020-11-14,83,1,12,0,96,6994
Fukushima,2020-11-14,389,6,36,3,431,34974
Ibaraki,2020-11-14,779,18,149,3,946,14703
Tochigi,2020-11-14,490,1,23,4,513,47989
Gunma,2020-11-14,890,20,41,3,951,32830
Saitama,2020-11-14,5864,119,758,10,6741,206725
Chiba,2020-11-14,5091,84,546,7,5721,142896
Tokyo,2020-11-14,31368,470,2658,41,34496,664117
Kanagawa,2020-11-14,8982,182,878,28,10042,220848
Niigata,2020-11-14,184,0,40,0,224,19616
Toyama,2020-11-14,397,26,2,0,425,15642
Ishikawa,2020-11-14,766,49,13,0,828,19693
Fukui,2020-11-14,246,11,15,0,272,12229
Yamanashi,2020-11-14,220,6,49,1,275,12472
Nagano,2020-11-14,345,6,102,0,448,25663
Gifu,2020-11-14,693,12,95,0,800,29255
Shizuoka,2020-11-14,687,2,133,2,822,48055
Aichi,2020-11-14,6327,100,1020,12,7447,113664
Mie,2020-11-14,564,7,45,3,616,17127
Shiga,2020-11-14,559,9,87,0,655,14966
Kyoto,2020-11-14,2065,31,126,1,2222,55975
Osaka,2020-11-14,13080,260,1796,62,15155,269000
Hyogo,2020-11-14,3399,72,345,19,3816,76513
Nara,2020-11-14,672,11,152,2,835,27245
Wakayama,2020-11-14,272,4,37,3,318,11045
Tottori,2020-11-14,41,0,11,0,52,6090
Shimane,2020-11-14,141,0,0,0,141,6354
Okayama,2020-11-14,259,10,79,1,379,14762
Hiroshima,2020-11-14,658,5,23,1,688,29759
Yamaguchi,2020-11-14,211,2,44,1,258,12510
Tokushima,2020-11-14,156,9,7,0,171,7654
Kagawa,2020-11-14,101,2,11,0,114,14893
Ehime,2020-11-14,110,6,7,0,123,4583
Kochi,2020-11-14,140,4,0,0,144,3688
Fukuoka,2020-11-14,5156,104,114,4,5367,179430
Saga,2020-11-14,266,1,13,0,278,8030
Nagasaki,2020-11-14,242,3,3,0,249,24525
Kumamoto,2020-11-14,815,9,54,4,903,21470
Oita,2020-11-14,158,3,3,0,164,23066
Miyazaki,2020-11-14,370,1,3,1,373,8829
Kagoshima,2020-11-14,470,13,67,0,542,24653
Okinawa,2020-11-14,3347,66,288,3,3696,65248
Hokkaido,2020-11-15,3442,124,1719,18,5285,106601
Aomori,2020-11-15,237,6,35,2,278,6157
Iwate,2020-11-15,29,0,40,0,69,6312
Miyagi,2020-11-15,789,8,186,3,983,16285
Akita,2020-11-15,65,0,7,1,73,2695
Yamagata,2020-11-15,84,1,12,0,97,6999
Fukushima,2020-11-15,390,6,39,3,435,35161
Ibaraki,2020-11-15,786,18,163,3,967,14703
Tochigi,2020-11-15,490,1,26,4,516,48508
Gunma,2020-11-15,890,20,41,3,956,32842
Saitama,2020-11-15,5936,119,766,12,6821,206881
Chiba,2020-11-15,5124,84,573,7,5781,143246
Tokyo,2020-11-15,31477,470,2804,38,34751,664117
Kanagawa,2020-11-15,9095,182,878,28,10155,220848
Niigata,2020-11-15,184,0,42,0,226,19699
Toyama,2020-11-15,398,26,1,0,425,15777
Ishikawa,2020-11-15,768,49,13,0,830,19731
Fukui,2020-11-15,246,11,15,0,272,12253
Yamanashi,2020-11-15,220,6,49,1,275,12472
Nagano,2020-11-15,345,6,115,0,461,25663
Gifu,2020-11-15,704,12,93,0,809,29309
Shizuoka,2020-11-15,687,2,133,2,822,48055
Aichi,2020-11-15,6443,100,1056,15,7599,114475
Mie,2020-11-15,564,7,49,4,620,17127
Shiga,2020-11-15,572,9,82,0,663,14966
Kyoto,2020-11-15,2065,31,126,1,2222,55975
Osaka,2020-11-15,13180,261,1961,66,15421,270847
Hyogo,2020-11-15,3434,72,389,19,3895,77289
Nara,2020-11-15,682,11,151,3,844,27245
Wakayama,2020-11-15,274,4,43,3,326,11245
Tottori,2020-11-15,41,0,11,0,52,6090
Shimane,2020-11-15,141,0,0,0,141,6354
Okayama,2020-11-15,259,10,79,1,396,14762
Hiroshima,2020-11-15,658,5,29,1,694,29759
Yamaguchi,2020-11-15,214,2,49,1,266,12510
Tokushima,2020-11-15,158,9,7,0,171,7659
Kagawa,2020-11-15,101,2,11,0,114,14905
Ehime,2020-11-15,110,6,13,0,129,4625
Kochi,2020-11-15,140,4,0,0,144,3690
Fukuoka,2020-11-15,5169,104,106,4,5379,179855
Saga,2020-11-15,267,1,12,0,278,8048
Nagasaki,2020-11-15,242,3,3,0,249,24603
Kumamoto,2020-11-15,815,9,54,4,903,21470
Oita,2020-11-15,158,3,3,0,164,23081
Miyazaki,2020-11-15,370,1,3,1,373,8829
Kagoshima,2020-11-15,493,13,60,0,554,24653
Okinawa,2020-11-15,3369,66,311,3,3741,65248
Hokkaido,2020-11-16,3525,127,1842,18,5494,108980
Aomori,2020-11-16,241,6,32,2,279,6182
Iwate,2020-11-16,29,0,46,0,75,6491
Miyagi,2020-11-16,807,8,173,4,988,16359
Akita,2020-11-16,66,0,7,1,73,2872
Yamagata,2020-11-16,84,1,13,0,98,7037
Fukushima,2020-11-16,392,6,40,5,438,35528
Ibaraki,2020-11-16,799,18,160,3,977,14972
Tochigi,2020-11-16,491,2,26,4,517,48552
Gunma,2020-11-16,893,20,43,2,961,33002
Saitama,2020-11-16,5975,121,812,13,6908,208239
Chiba,2020-11-16,5190,84,584,7,5858,146179
Tokyo,2020-11-16,31704,472,2755,40,34931,673255
Kanagawa,2020-11-16,9065,182,969,35,10216,225019
Niigata,2020-11-16,185,0,41,0,226,19877
Toyama,2020-11-16,398,26,4,0,428,15472
Ishikawa,2020-11-16,769,49,12,0,830,19744
Fukui,2020-11-16,247,11,16,0,274,12283
Yamanashi,2020-11-16,223,6,54,2,283,12678
Nagano,2020-11-16,353,6,117,0,471,26206
Gifu,2020-11-16,707,13,103,0,823,29514
Shizuoka,2020-11-16,712,4,178,2,894,48984
Aichi,2020-11-16,6490,100,1111,15,7701,114785
Mie,2020-11-16,574,7,40,4,621,17127
Shiga,2020-11-16,578,9,85,0,672,14966
Kyoto,2020-11-16,2101,34,161,2,2296,57297
Osaka,2020-11-16,13416,264,1796,72,15494,272190
Hyogo,2020-11-16,3492,72,410,19,3974,78033
Nara,2020-11-16,691,11,156,3,858,28118
Wakayama,2020-11-16,282,4,41,3,333,11350
Tottori,2020-11-16,41,0,11,0,52,6145
Shimane,2020-11-16,141,0,0,0,141,6354
Okayama,2020-11-16,258,10,80,1,399,14762
Hiroshima,2020-11-16,658,5,29,1,701,30258
Yamaguchi,2020-11-16,215,2,49,2,267,12510
Tokushima,2020-11-16,158,9,5,1,171,7665
Kagawa,2020-11-16,101,2,12,0,115,15083
Ehime,2020-11-16,111,6,13,0,130,4643
Kochi,2020-11-16,140,4,0,0,144,3690
Fukuoka,2020-11-16,5184,104,99,4,5387,180556
Saga,2020-11-16,269,1,11,0,279,8136
Nagasaki,2020-11-16,242,3,5,0,251,24657
Kumamoto,2020-11-16,820,10,60,3,915,21896
Oita,2020-11-16,158,3,7,0,168,23108
Miyazaki,2020-11-16,371,1,3,1,374,8836
Kagoshima,2020-11-16,512,13,45,0,558,24895
Okinawa,2020-11-16,3399,66,308,3,3768,65248
Hokkaido,2020-11-17,3638,129,1916,20,5683,110887
Aomori,2020-11-17,243,6,31,2,280,6221
Iwate,2020-11-17,29,0,48,0,77,6659
Miyagi,2020-11-17,815,8,172,4,995,16563
Akita,2020-11-17,66,0,8,1,74,2878
Yamagata,2020-11-17,84,1,13,0,98,7046
Fukushima,2020-11-17,399,6,36,5,441,35697
Ibaraki,2020-11-17,821,18,193,3,1032,15108
Tochigi,2020-11-17,493,2,30,4,523,48723
Gunma,2020-11-17,897,20,44,2,964,33217
Saitama,2020-11-17,6054,122,820,15,6996,209032
Chiba,2020-11-17,5234,84,619,8,5937,147396
Tokyo,2020-11-17,32002,476,2751,42,35229,679943
Kanagawa,2020-11-17,9140,182,1027,35,10349,226157
Niigata,2020-11-17,187,0,72,1,259,20160
Toyama,2020-11-17,399,26,4,0,429,15581
Ishikawa,2020-11-17,771,49,10,0,830,19897
Fukui,2020-11-17,248,11,19,0,278,12567
Yamanashi,2020-11-17,227,6,55,2,288,12697
Nagano,2020-11-17,363,6,131,0,495,26580
Gifu,2020-11-17,726,13,97,0,836,30009
Shizuoka,2020-11-17,731,4,174,2,909,49650
Aichi,2020-11-17,6555,100,1109,16,7764,118189
Mie,2020-11-17,579,7,42,4,628,17127
Shiga,2020-11-17,593,9,81,0,683,14966
Kyoto,2020-11-17,2112,34,161,3,2307,57951
Osaka,2020-11-17,13543,265,1936,69,15763,276172
Hyogo,2020-11-17,3533,73,408,17,4014,78781
Nara,2020-11-17,718,11,139,3,868,28401
Wakayama,2020-11-17,284,4,44,3,338,11510
Tottori,2020-11-17,41,0,11,0,52,6151
Shimane,2020-11-17,141,0,1,0,142,6354
Okayama,2020-11-17,258,10,80,1,406,14762
Hiroshima,2020-11-17,667,5,33,1,707,30626
Yamaguchi,2020-11-17,217,2,58,2,279,12510
Tokushima,2020-11-17,158,9,8,2,173,7669
Kagawa,2020-11-17,102,2,17,0,121,15287
Ehime,2020-11-17,111,6,21,0,138,4759
Kochi,2020-11-17,140,4,0,0,144,3690
Fukuoka,2020-11-17,5196,105,97,4,5398,182317
Saga,2020-11-17,269,1,12,0,280,8235
Nagasaki,2020-11-17,243,3,5,0,251,24833
Kumamoto,2020-11-17,829,10,65,3,930,22303
Oita,2020-11-17,158,3,18,0,179,23484
Miyazaki,2020-11-17,372,1,3,0,375,8836
Kagoshima,2020-11-17,512,13,45,0,558,25010
Okinawa,2020-11-17,3417,66,314,2,3792,64776
Hokkaido,2020-11-18,3846,131,1903,18,5880,113037
Aomori,2020-11-18,247,6,27,2,280,6271
Iwate,2020-11-18,22,0,60,0,86,6865
Miyagi,2020-11-18,829,8,190,5,1027,16829
Akita,2020-11-18,67,0,7,1,74,3152
Yamagata,2020-11-18,85,1,14,0,100,7078
Fukushima,2020-11-18,402,6,45,5,453,36109
Ibaraki,2020-11-18,838,18,215,5,1071,15243
Tochigi,2020-11-18,493,2,34,4,527,48922
Gunma,2020-11-18,898,20,46,2,974,33422
Saitama,2020-11-18,6138,123,861,15,7122,212609
Chiba,2020-11-18,5275,84,644,8,6003,148372
Tokyo,2020-11-18,32222,476,3024,39,35722,686965
Kanagawa,2020-11-18,9363,183,1029,38,10575,229196
Niigata,2020-11-18,187,0,86,1,273,20328
Toyama,2020-11-18,399,26,10,0,435,15674
Ishikawa,2020-11-18,774,49,7,0,830,20120
Fukui,2020-11-18,250,11,28,1,289,12776
Yamanashi,2020-11-18,234,6,51,2,291,12727
Nagano,2020-11-18,375,6,149,0,525,27127
Gifu,2020-11-18,734,13,108,0,855,30444
Shizuoka,2020-11-18,745,4,229,3,978,50183
Aichi,2020-11-18,6612,101,1189,15,7902,119953
Mie,2020-11-18,584,7,54,4,645,17127
Shiga,2020-11-18,611,9,76,0,696,14966
Kyoto,2020-11-18,2130,35,191,3,2356,58824
Osaka,2020-11-18,13716,265,2036,72,16036,280378
Hyogo,2020-11-18,3586,75,459,17,4120,79834
Nara,2020-11-18,731,11,154,3,896,28985
Wakayama,2020-11-18,284,4,52,4,346,11643
Tottori,2020-11-18,41,0,12,0,53,6156
Shimane,2020-11-18,141,0,1,0,142,6354
Okayama,2020-11-18,258,10,80,1,430,14762
Hiroshima,2020-11-18,669,5,34,0,710,30887
Yamaguchi,2020-11-18,222,2,59,2,285,13795
Tokushima,2020-11-18,159,9,7,2,174,7682
Kagawa,2020-11-18,103,2,17,0,122,15450
Ehime,2020-11-18,111,6,27,0,144,4819
Kochi,2020-11-18,140,4,0,0,144,3693
Fukuoka,2020-11-18,5203,105,112,3,5420,184084
Saga,2020-11-18,269,1,16,0,284,8340
Nagasaki,2020-11-18,243,3,6,0,252,25087
Kumamoto,2020-11-18,834,10,67,3,939,22475
Oita,2020-11-18,158,3,28,0,189,23843
Miyazaki,2020-11-18,372,1,13,0,385,8852
Kagoshima,2020-11-18,512,13,45,0,558,25132
Okinawa,2020-11-18,3440,67,331,2,3833,65427
Hokkaido,2020-11-19,4036,134,1943,17,6113,116432
Aomori,2020-11-19,248,6,26,2,280,6294
Iwate,2020-11-19,29,0,68,0,97,7190
Miyagi,2020-11-19,848,9,189,5,1046,17017
Akita,2020-11-19,67,0,7,1,74,3155
Yamagata,2020-11-19,85,1,19,0,105,7126
Fukushima,2020-11-19,404,6,48,4,458,36590
Ibaraki,2020-11-19,855,19,225,5,1099,15414
Tochigi,2020-11-19,496,2,46,4,542,49054
Gunma,2020-11-19,901,20,53,2,994,33732
Saitama,2020-11-19,6215,126,889,16,7230,214783
Chiba,2020-11-19,5314,85,710,8,6109,152376
Tokyo,2020-11-19,32546,476,3234,38,36256,694770
Kanagawa,2020-11-19,9535,183,1062,37,10780,232100
Niigata,2020-11-19,195,0,79,1,274,20479
Toyama,2020-11-19,399,26,10,0,435,15977
Ishikawa,2020-11-19,775,49,7,0,831,20270
Fukui,2020-11-19,253,11,31,2,295,13040
Yamanashi,2020-11-19,239,7,46,2,292,12762
Nagano,2020-11-19,389,6,155,0,545,27444
Gifu,2020-11-19,740,13,122,0,875,30679
Shizuoka,2020-11-19,756,4,293,3,1053,50828
Aichi,2020-11-19,6734,103,1206,19,8043,121305
Mie,2020-11-19,586,7,73,4,666,17127
Shiga,2020-11-19,616,9,83,0,708,14966
Kyoto,2020-11-19,2144,35,216,3,2395,59309
Osaka,2020-11-19,13923,268,2164,76,16374,284006
Hyogo,2020-11-19,3634,76,513,21,4223,80976
Nara,2020-11-19,741,11,177,4,929,29282
Wakayama,2020-11-19,291,4,60,4,361,11829
Tottori,2020-11-19,42,0,11,0,53,6177
Shimane,2020-11-19,141,0,1,0,142,6498
Okayama,2020-11-19,310,11,109,3,445,17220
Hiroshima,2020-11-19,670,6,45,0,724,31336
Yamaguchi,2020-11-19,225,2,76,2,303,13795
Tokushima,2020-11-19,160,9,8,2,175,7697
Kagawa,2020-11-19,106,2,17,0,125,15605
Ehime,2020-11-19,111,6,36,0,153,4880
Kochi,2020-11-19,140,4,0,0,144,3698
Fukuoka,2020-11-19,5217,106,119,3,5442,185859
Saga,2020-11-19,275,1,16,0,290,8483
Nagasaki,2020-11-19,243,3,6,0,253,25328
Kumamoto,2020-11-19,839,11,71,1,940,22574
